canonical_id,created_at,group_id,path,website_id
55917aaa613430007400000a,2015-06-29T12:04:42.000-05:00,2,55917aaa613430007400000a.jpg?sha=72066b7eb6b6152ed511d52b099365afcd8b23e5,1
55917aaa6134300074000014,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000014.jpg?sha=aba59b13e5b223dd906f01d0b40d86ae52d6ba78,1
55917aaa6134300074000017,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000017.jpg?sha=a93b328852c327bf51cf51896b194e0e1744f172,1
55917aaa6134300074000028,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000028.jpg?sha=97eb2052e283f28da256c3a6cc656ff4327eaf31,1
55917aaa613430007400002b,2015-06-29T12:04:42.000-05:00,2,55917aaa613430007400002b.jpg?sha=e37aaa4e187b5f7a7c6baf238153e785e76a0b3d,1
55917aaa6134300074000043,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000043.jpg?sha=caa32aaba5cb4275780f1edabee458e5550018fc,1
55917aaa6134300074000046,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000046.jpg?sha=4fc83668f40f5278ced5f7b5567e3756e7988885,1
55917aaa6134300074000049,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000049.jpg?sha=6eeefdf18414f78a41fd6ae896ca2ecfe6989ba1,1
55917aaa6134300074000053,2015-06-29T12:04:42.000-05:00,2,55917aaa6134300074000053.jpg?sha=134eb55f2ec31c9759f37501c22055a2833d553c,1
55917aab6134300074000056,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000056.jpg?sha=a847fed42cc93da60063f994ba08f3006f195b49,1
55917aab613430007400006e,2015-06-29T12:04:43.000-05:00,2,55917aab613430007400006e.jpg?sha=7de00fcee220f93097f1f5c9f18b54b7ec544e5a,1
55917aab6134300074000071,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000071.jpg?sha=e4f6dd80b090ed7e37fd2b7762f0999ac7c99fbd,1
55917aab6134300074000074,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000074.jpg?sha=0141cba281d47365d45f8ff24657d0d332f5b0ec,1
55917aab6134300074000077,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000077.jpg?sha=c9ec9cf20e4daa8473790010a5fae8372b8b6336,1
55917aab613430007400007a,2015-06-29T12:04:43.000-05:00,2,55917aab613430007400007a.jpg?sha=822d22d05075567490b01cb9125fcfbd2d591bdf,1
55917aab613430007400007d,2015-06-29T12:04:43.000-05:00,2,55917aab613430007400007d.jpg?sha=29ca0e54feca1ca3ed2f5e2c6e7cb56da4e1b463,1
55917aab6134300074000080,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000080.jpg?sha=612f630c86f7ede3eec70c60c2be2aad09010320,1
55917aab6134300074000083,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000083.jpg?sha=256bdeb2e8b356c678927bf53f77b942b72c3520,1
55917aab6134300074000086,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000086.jpg?sha=27a1c51ac97558bfdbaeec2f24359e5b7836e818,1
55917aab6134300074000089,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000089.jpg?sha=648ae0cecee7d82871f2cc856791ad9d5f039dd5,1
55917aab613430007400008c,2015-06-29T12:04:43.000-05:00,2,55917aab613430007400008c.jpg?sha=cd8ba2995ffcb8458508fe8676dbe3d9c1c12dcf,1
55917aab613430007400008f,2015-06-29T12:04:43.000-05:00,2,55917aab613430007400008f.jpg?sha=ec2de975eea94c56199c7d1ddb1032b3a7a43069,1
55917aab6134300074000092,2015-06-29T12:04:43.000-05:00,2,55917aab6134300074000092.jpg?sha=4731cc27fb3d1103514a2118f9dbdb93de160138,1
55917aac6134300074000095,2015-06-29T12:04:44.000-05:00,2,55917aac6134300074000095.jpg?sha=9499bbb7dc70489fafed3b64433742b37037957e,1
55917aac6134300074000098,2015-06-29T12:04:44.000-05:00,2,55917aac6134300074000098.jpg?sha=850a1430877ccc6aa7e7c4ff38ce72f96a90284c,1
55917aac613430007400009d,2015-06-29T12:04:44.000-05:00,2,55917aac613430007400009d.jpg?sha=b43ef86c836db92153f936122f3294fdfaa326a8,1
55917aac61343000740000a7,2015-06-29T12:04:44.000-05:00,2,55917aac61343000740000a7.jpg?sha=404bb3ed9a6b4b1543d4ca7a87568519ad5ae6ac,1
55917aac61343000740000aa,2015-06-29T12:04:44.000-05:00,2,55917aac61343000740000aa.jpg?sha=0c7b32abb169c4786df0e2783059cea94da19f9f,1
55917aad61343000740000d0,2015-06-29T12:04:45.000-05:00,2,55917aad61343000740000d0.jpg?sha=2cd2bb11dba1e62a9acad3f1b711943e7aa318c4,1
55917aad61343000740000e1,2015-06-29T12:04:45.000-05:00,2,55917aad61343000740000e1.jpg?sha=af303b32c5411502709180d36193a7cd44e7197c,1
55917aad61343000740000e4,2015-06-29T12:04:45.000-05:00,2,55917aad61343000740000e4.jpg?sha=8913c5fb22e5ac785f2a66e46f2397380f6b51d5,1
55917aae6134300074000106,2015-06-29T12:04:46.000-05:00,2,55917aae6134300074000106.jpg?sha=3b18a33541a0526f80545e53ee9fa7d5b93356dc,1
55917aae6134300074000111,2015-06-29T12:04:46.000-05:00,2,55917aae6134300074000111.jpg?sha=4491130268dac1ebb2a44a037167cff1b3cfcba7,1
55917aae6134300074000114,2015-06-29T12:04:46.000-05:00,2,55917aae6134300074000114.jpg?sha=fc13a4682e5b379dae3a69a7c2b0950223b1d4f1,1
55917aae6134300074000117,2015-06-29T12:04:46.000-05:00,2,55917aae6134300074000117.jpg?sha=1df2d3c50c1ca440d1b9f6a530aa6116feedbc11,1
55917aae613430007400011a,2015-06-29T12:04:46.000-05:00,2,55917aae613430007400011a.jpg?sha=a70be5eb166ffe9595d06fd65c3d6174dbe6103c,1
55917aaf613430007400011d,2015-06-29T12:04:47.000-05:00,2,55917aaf613430007400011d.jpg?sha=2fe828548df9ab16533534e3805ce7ad8333b20c,1
55917aaf6134300074000120,2015-06-29T12:04:47.000-05:00,2,55917aaf6134300074000120.jpg?sha=d6eaca547f9e1c30c7b9d7486f9e6e9bbf96b7d8,1
55917aaf613430007400012a,2015-06-29T12:04:47.000-05:00,2,55917aaf613430007400012a.jpg?sha=8317e829ed02a73b35735dbf8a004c7c2eb462f7,1
55917aaf613430007400012d,2015-06-29T12:04:47.000-05:00,2,55917aaf613430007400012d.jpg?sha=1b3fe82b2baf45f96c13f1a6ff8c8fa4542d2ef5,1
55917aaf6134300074000130,2015-06-29T12:04:47.000-05:00,2,55917aaf6134300074000130.jpg?sha=72c2f98bf40f3983a26c63fb9017b393074a7ffc,1
55917ab06134300074000138,2015-06-29T12:04:48.000-05:00,2,55917ab06134300074000138.jpg?sha=f628f1afc603520f6aa3e72c46bfd466ecd3ed4a,1
55917ab06134300074000150,2015-06-29T12:04:48.000-05:00,2,55917ab06134300074000150.jpg?sha=fd6695d75b903ec1a2b8e34603df3fc3f837bd2c,1
